loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, bank_asset_value, luxury_assets_value,Expenses, loan_status
687,0, Graduate, No,3000000,8400000,10,361,7700000,200000,1800000,7300000,2011049, Rejected
688,1, Not Graduate, Yes,8700000,30700000,6,708,20600000,4500000,9300000,27600000,4022777, Approved
689,4, Graduate, Yes,8800000,20900000,18,766,13500000,15400000,13100000,34500000,3561317, Approved
690,1, Not Graduate, Yes,3900000,11500000,2,464,9300000,5700000,5100000,12400000,3090975, Rejected
691,5, Graduate, No,1700000,4300000,2,517,100000,200000,1600000,6200000,1220361, Rejected
692,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,600000,2900000,492171, Approved
693,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,5800000,21700000,3678519, Approved
694,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,12400000,19600000,4905980, Approved
695,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,7100000,20600000,2888295, Approved
696,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,500000,2200000,536322, Approved
697,2, Not Graduate, Yes,1100000,2200000,4,874,1900000,1300000,900000,2100000,506622, Approved
698,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,4500000,21900000,3581298, Approved
699,2, Graduate, Yes,8100000,28500000,20,420,1500000,1400000,10000000,31800000,5856937, Rejected
700,2, Not Graduate, Yes,6500000,25100000,20,848,11500000,8600000,4400000,17400000,3265619, Approved
701,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,5900000,27100000,3547219, Approved
702,1, Graduate, No,2200000,4900000,8,509,3800000,0,2900000,5400000,1607967, Rejected
703,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,6700000,20600000,2672179, Approved
704,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,6600000,19900000,4480676, Rejected
705,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,1500000,2900000,594917, Approved
706,1, Not Graduate, No,2800000,6700000,12,322,1900000,2000000,2100000,8600000,1757625, Rejected
707,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,3900000,15200000,3924163, Approved
708,3, Not Graduate, Yes,8800000,26700000,10,379,10100000,15500000,9700000,27000000,6863601, Rejected
709,0, Graduate, No,8900000,25800000,18,531,12400000,3400000,5400000,22900000,5761345, Rejected
710,5, Not Graduate, No,7000000,21800000,4,631,8100000,7100000,10000000,14600000,3252870, Approved
711,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,4500000,16400000,4345215, Rejected
712,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,5700000,30400000,6110820, Rejected
713,0, Graduate, Yes,6100000,19700000,16,678,13700000,2300000,5500000,19300000,3482086, Approved
714,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,2400000,9400000,2179826, Approved
715,4, Not Graduate, No,9900000,22700000,12,567,28300000,9900000,5400000,29700000,5840890, Approved
716,5, Not Graduate, No,3900000,14000000,4,708,700000,1800000,5200000,15600000,2210000, Approved
717,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,6300000,23200000,3368380, Approved
718,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,4100000,7800000,3021013, Rejected
719,4, Graduate, No,700000,2600000,14,736,2100000,600000,400000,1900000,368733, Approved
720,2, Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,4100000,14300000,2931746, Rejected
721,4, Graduate, No,1800000,4100000,12,670,1900000,2900000,2200000,4700000,809624, Approved
722,3, Not Graduate, No,5600000,21000000,12,609,8800000,11000000,4900000,15800000,2256155, Approved
723,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,9400000,15800000,5157748, Rejected
724,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,600000,2100000,489596, Rejected
725,1, Not Graduate, No,4200000,16200000,14,391,5800000,2100000,2600000,14100000,3369898, Rejected
726,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,2600000,13000000,2525726, Approved
727,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,3500000,16300000,3210671, Rejected
728,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,3100000,6400000,1049901, Approved
729,1, Not Graduate, No,3400000,8600000,16,312,6400000,6100000,3000000,8400000,2109971, Rejected
730,0, Graduate, No,7100000,15900000,14,746,9500000,3900000,8000000,23500000,3792378, Approved
731,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,6300000,22700000,4304665, Rejected
732,2, Graduate, No,3400000,12900000,14,857,3400000,2500000,1900000,8700000,1743816, Approved
733,2, Not Graduate, No,7700000,18300000,20,504,14600000,500000,4600000,18300000,5440499, Rejected
734,0, Graduate, No,500000,1200000,14,556,900000,0,500000,1800000,215894, Approved
735,2, Graduate, Yes,5300000,11000000,14,393,6800000,2400000,5200000,20500000,3516417, Rejected
736,0, Graduate, No,4700000,14400000,14,881,11000000,6100000,2400000,17600000,2655048, Approved
737,2, Graduate, Yes,4300000,12200000,14,719,5100000,2600000,5700000,14000000,2407584, Approved
738,2, Graduate, Yes,900000,2500000,16,458,-100000,100000,1100000,3200000,672847, Rejected
739,4, Graduate, No,2000000,7500000,14,857,4300000,1500000,2100000,4200000,804649, Approved
740,2, Graduate, Yes,2000000,7600000,16,429,5300000,3100000,2200000,5800000,1578664, Rejected
741,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,5700000,8800000,3423326, Rejected
742,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,9000000,26700000,3726203, Approved
743,5, Graduate, Yes,2300000,6100000,6,339,5100000,2500000,2400000,8300000,1569002, Rejected
744,5, Graduate, Yes,5800000,16600000,18,376,2500000,7500000,2800000,21100000,4286208, Rejected
745,5, Not Graduate, No,8000000,30000000,14,549,14800000,200000,7000000,17300000,6421638, Rejected
746,3, Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,4100000,8800000,1945549, Approved
747,0, Not Graduate, No,2600000,8400000,18,861,0,3500000,3800000,6200000,1396771, Approved
748,0, Not Graduate, No,3000000,7000000,12,409,6400000,4900000,3500000,8000000,2226031, Rejected
749,4, Graduate, No,2700000,10200000,4,528,7800000,2200000,1600000,10000000,1335395, Approved
750,4, Not Graduate, No,5700000,19600000,8,691,8800000,2200000,3000000,12100000,3230138, Approved
751,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,1700000,4800000,706260, Approved
752,5, Not Graduate, No,6800000,20000000,4,459,14500000,3000000,4900000,25000000,5537704, Rejected
753,1, Graduate, Yes,8100000,31700000,10,755,0,12700000,4700000,30100000,4383316, Approved
754,3, Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,11200000,25800000,4426805, Approved
755,1, Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,7900000,20000000,6274514, Rejected
756,4, Graduate, No,600000,1600000,20,869,1400000,1000000,200000,1700000,322257, Approved
757,1, Not Graduate, Yes,4700000,18700000,20,445,2100000,0,4000000,11100000,3448505, Rejected
758,0, Graduate, No,1400000,5500000,6,393,500000,1500000,1800000,5400000,1000568, Rejected
759,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,5600000,23800000,6068132, Rejected
760,2, Graduate, No,9700000,19900000,16,395,2800000,13700000,10800000,37000000,7357336, Rejected
761,3, Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,6400000,21600000,3659987, Approved
762,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,2900000,15800000,2468495, Approved
763,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,4600000,20600000,4084408, Rejected
764,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,1200000,2900000,543525, Approved
765,3, Graduate, No,3500000,10300000,16,324,2400000,900000,2400000,12600000,2186894, Rejected
766,0, Not Graduate, No,7900000,31500000,14,849,19400000,10300000,10600000,26600000,4442618, Approved
767,3, Graduate, Yes,6100000,24200000,12,672,300000,11100000,5000000,23500000,3281544, Approved
768,3, Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,11100000,29300000,5327766, Approved
769,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,5000000,14000000,2203618, Approved
770,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,1600000,3400000,710476, Approved
771,3, Graduate, No,4000000,12800000,18,635,6000000,7000000,4200000,12900000,2066714, Approved
772,2, Not Graduate, No,8700000,22700000,4,365,8200000,14800000,7200000,30200000,6547064, Rejected
773,1, Not Graduate, No,9500000,20000000,16,856,24900000,0,6200000,35700000,4747625, Approved
774,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,7600000,28500000,7124622, Rejected
775,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,4100000,25800000,3076735, Approved
776,3, Graduate, Yes,7400000,25700000,2,461,5700000,2900000,5100000,15100000,3408209, Approved
777,5, Not Graduate, No,3100000,10800000,10,681,5100000,1700000,1500000,7400000,1604473, Approved
778,2, Graduate, No,4300000,9400000,2,485,11000000,8100000,2200000,11000000,3533133, Rejected
779,1, Graduate, Yes,2400000,8300000,6,684,5500000,3500000,2300000,5300000,1021057, Approved
780,1, Graduate, No,5400000,17900000,14,727,13100000,0,4700000,12300000,2950215, Approved
781,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,1400000,4500000,690618, Approved
782,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,12800000,36500000,4239921, Approved
783,3, Not Graduate, No,5800000,20100000,18,791,1400000,10800000,5600000,16300000,2781577, Approved
784,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,2800000,6800000,1167919, Approved
785,0, Graduate, No,5000000,14400000,2,761,-100000,7300000,4500000,12600000,2806273, Approved
786,2, Not Graduate, Yes,600000,2100000,18,572,400000,500000,300000,1400000,291413, Approved
787,4, Graduate, No,2200000,8600000,6,601,2700000,2900000,3300000,6700000,1124443, Approved
788,1, Graduate, Yes,2600000,5500000,14,820,2700000,2400000,2000000,9300000,1433306, Approved
789,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,1300000,3200000,515059, Approved
790,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,1500000,12200000,1893677, Rejected
791,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,5800000,10200000,2748663, Approved
792,4, Graduate, Yes,9300000,35500000,6,547,2800000,17800000,13900000,27000000,6860887, Rejected
793,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,9400000,14500000,3838718, Rejected
794,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,8800000,13100000,4909457, Rejected
795,2, Graduate, Yes,2900000,10600000,6,614,1000000,300000,3600000,7600000,1721404, Approved
796,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,4800000,24400000,3967898, Rejected
797,4, Graduate, Yes,5900000,19700000,10,431,3300000,9200000,5300000,22700000,3905222, Rejected
798,1, Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,2900000,17300000,3823569, Rejected
799,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,9100000,26100000,4145347, Approved
800,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,4600000,20100000,3932345, Rejected
801,1, Graduate, No,3100000,10600000,14,665,6200000,800000,3900000,9500000,1397720, Approved
802,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,4100000,15800000,3147690, Rejected
803,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,1700000,5100000,906309, Approved
804,4, Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,9900000,31000000,5574679, Rejected
805,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,600000,2600000,457143, Approved
806,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,11900000,18900000,3677559, Approved
807,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,4500000,17900000,4884726, Approved
808,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,4500000,12600000,1458573, Approved
809,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,8000000,15300000,4881654, Rejected
810,3, Not Graduate, No,4400000,10500000,18,677,100000,2000000,5000000,12100000,2223274, Approved
811,1, Not Graduate, No,2600000,8500000,2,491,1700000,1800000,2600000,5300000,1514646, Approved
812,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,10300000,27500000,5305851, Approved
813,5, Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,5500000,14000000,2700420, Approved
814,5, Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,5200000,31300000,7155619, Rejected
815,1, Graduate, Yes,200000,800000,14,624,600000,0,0,600000,84125, Approved
816,3, Graduate, No,6500000,16800000,10,388,9500000,800000,7200000,14900000,4088039, Rejected
817,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,4200000,18300000,3432256, Approved
818,0, Not Graduate, No,5200000,18400000,14,600,7300000,9700000,3600000,16500000,2342233, Approved
819,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,4000000,20900000,2878016, Approved
820,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,2500000,8600000,966490, Approved
821,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,3200000,11600000,1700279, Approved
822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,3000000,7100000,880647, Approved
823,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,8600000,21700000,6482511, Rejected
824,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,4600000,10900000,1861381, Approved
825,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,6800000,11400000,2668130, Approved
826,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,10300000,29000000,4088672, Approved
827,1, Graduate, No,1600000,5400000,12,707,600000,1700000,800000,6200000,723354, Approved
828,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,400000,1700000,389556, Approved
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,7800000,19300000,5313434, Rejected
830,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,9200000,30300000,4822417, Approved
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,9600000,16100000,2980557, Approved
832,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,2500000,9500000,2269113, Approved
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,9100000,20100000,3218465, Approved
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,5200000,7800000,1572756, Approved
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,1500000,5300000,836249, Approved
836,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,1700000,10700000,1648200, Approved
837,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,700000,2400000,491727, Rejected
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,5300000,12700000,3105936, Rejected
839,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,6600000,11100000,2225111, Approved
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,2300000,4900000,827856, Approved
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,3800000,11300000,2279569, Rejected
842,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,12000000,24800000,3867097, Approved
843,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,3800000,26000000,3522538, Approved
844,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,1100000,6200000,1455776, Rejected
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,4700000,22800000,5287964, Rejected
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,800000,2200000,351374, Approved
847,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,4100000,27800000,3157829, Approved
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,6600000,21000000,6100481, Rejected
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,2100000,9600000,2180747, Rejected
850,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,13000000,31500000,6119163, Rejected
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,1600000,6200000,885181, Approved
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,2900000,16400000,2289585, Approved
853,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,5600000,17600000,3983269, Rejected
854,3, Not Graduate, No,300000,800000,2,458,500000,0,200000,1100000,182368, Rejected
855,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,1600000,4500000,1039416, Rejected
856,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,5200000,14700000,5555600, Rejected
857,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,1900000,6500000,1443074, Rejected
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,5400000,23700000,3854735, Approved
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,2300000,9400000,1785681, Rejected
860,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,400000,2200000,462100, Rejected
861,4, Graduate, No,6200000,17300000,6,837,12600000,3700000,4600000,24700000,2800385, Approved
862,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,5200000,30300000,3971535, Approved
863,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,4500000,15000000,2353389, Approved
864,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,5700000,12300000,2278584, Approved
865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,9900000,19200000,3206891, Approved
866,5, Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,6900000,20400000,5051978, Rejected
867,0, Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,7100000,27100000,4552840, Approved
868,3, Not Graduate, No,5100000,14500000,12,306,700000,8800000,2900000,11600000,4233004, Rejected
869,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,6500000,19900000,4012208, Rejected
870,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,7400000,25100000,3007397, Approved
871,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,5500000,13400000,2223070, Approved
872,0, Graduate, No,200000,400000,4,594,500000,0,100000,400000,117275, Approved
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,6500000,18600000,4496659, Approved
874,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,7700000,34100000,4768815, Approved
875,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,5400000,11800000,2713080, Approved
876,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,1900000,5400000,1180832, Rejected
877,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,5200000,17000000,3067588, Rejected
878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,2700000,18800000,2966444, Approved
879,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,5700000,14000000,2650414, Rejected
880,1, Not Graduate, Yes,3900000,7800000,14,349,11200000,500000,3600000,11800000,3065514, Rejected
881,0, Graduate, No,1100000,3300000,10,482,2800000,300000,1600000,2900000,711003, Rejected
882,2, Graduate, No,2500000,8200000,10,429,1500000,4100000,2200000,5900000,1694103, Rejected
883,4, Graduate, No,500000,1300000,8,471,500000,300000,700000,1500000,363012, Rejected
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,9500000,20700000,5165468, Approved
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,3200000,13400000,2817404, Approved
886,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,6100000,15500000,2572828, Approved
887,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,3000000,14200000,2259427, Approved
888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,2700000,5000000,797133, Approved
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,5300000,26900000,4484732, Approved
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,2900000,11400000,3751619, Rejected
891,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,6500000,11100000,3602461, Rejected
892,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,3500000,16500000,3628413, Rejected
893,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,13900000,35100000,5661890, Rejected
894,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,9300000,16700000,4152300, Approved
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,7100000,22800000,3400227, Approved
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,7800000,35600000,7410911, Rejected
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,5300000,11400000,2342563, Approved
898,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,3100000,13400000,1482673, Approved
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,2300000,8500000,1504765, Rejected
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,4100000,7100000,1223072, Approved
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,7400000,16700000,3019252, Approved
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,2800000,8000000,1984909, Rejected
903,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,3500000,17800000,2829531, Approved
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,7400000,24000000,3685561, Approved
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,3400000,13000000,2174024, Approved
906,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,5600000,22800000,8146123, Rejected
907,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,6000000,20200000,3416843, Approved
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,4000000,8600000,2868651, Rejected
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,3400000,8100000,2826518, Rejected
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,2100000,9800000,2196277, Rejected
911,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,7200000,16500000,2445569, Approved
912,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,800000,3300000,846423, Rejected
913,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,2900000,9900000,1410796, Approved
914,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,6100000,26200000,4250036, Approved
915,2, Graduate, No,700000,2000000,8,806,1900000,1100000,400000,2200000,414441, Approved
916,4, Graduate, Yes,8200000,28500000,2,378,6800000,11200000,11500000,26400000,3382362, Approved
917,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,9400000,14900000,3665813, Approved
918,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,1500000,4800000,981419, Rejected
919,3, Graduate, No,6300000,18300000,18,543,1800000,9400000,3500000,17700000,4841489, Rejected
920,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,8600000,34900000,5248134, Approved
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,6700000,20400000,3603929, Approved
922,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,2900000,4500000,1503555, Rejected
923,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,11700000,23400000,4114575, Approved
924,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,2700000,8900000,2114251, Approved
925,0, Not Graduate, Yes,8600000,23600000,2,361,25800000,5300000,7500000,24700000,6473575, Rejected
926,5, Graduate, No,3000000,8000000,6,333,3200000,400000,2200000,8200000,2523566, Rejected
927,3, Not Graduate, Yes,5200000,16300000,8,335,9500000,7000000,7300000,13600000,3316086, Rejected
928,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,10600000,27200000,3643897, Approved
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,3200000,14800000,2488622, Rejected
930,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,1400000,8500000,1570334, Rejected
931,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,4100000,18500000,4329359, Rejected
932,0, Not Graduate, Yes,9000000,24300000,10,599,12900000,3400000,6400000,26900000,5319103, Approved
933,0, Not Graduate, Yes,7900000,24000000,20,728,18600000,15600000,7400000,21800000,3369327, Approved
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,9100000,24500000,3141559, Approved
935,3, Graduate, Yes,7900000,29200000,4,399,23200000,5500000,6900000,30200000,4596519, Approved
936,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,900000,4400000,624997, Approved
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,3700000,15100000,3275983, Rejected
938,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,5900000,15900000,2632868, Approved
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,1400000,3200000,1166054, Rejected
940,3, Not Graduate, Yes,4700000,12800000,16,740,2200000,8600000,6100000,11700000,2045835, Approved
941,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,4300000,20400000,5713590, Rejected
942,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,9600000,22000000,3272514, Approved
943,4, Not Graduate, Yes,1400000,4300000,16,447,3600000,1200000,1000000,5300000,934022, Rejected
944,5, Graduate, No,1400000,2900000,4,829,800000,600000,1600000,5400000,643579, Approved
945,2, Graduate, No,7900000,18500000,18,727,20200000,12400000,7100000,19600000,4270878, Approved
946,5, Not Graduate, Yes,7600000,18700000,14,509,8500000,8500000,3700000,22200000,5186142, Rejected
947,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,6700000,33000000,5152222, Approved
948,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,1600000,9000000,1746635, Rejected
949,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,7900000,31000000,6851452, Rejected
950,2, Graduate, Yes,300000,700000,4,411,600000,0,100000,1200000,204375, Rejected
951,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,4500000,17000000,3343556, Rejected
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,600000,4100000,449862, Approved
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,8300000,26000000,4667931, Approved
954,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,10100000,25900000,5079620, Approved
955,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,2800000,4400000,1216198, Approved
956,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,300000,1700000,212233, Approved
957,0, Not Graduate, Yes,9100000,22000000,12,387,25300000,15600000,7000000,31700000,7051795, Rejected
958,1, Graduate, No,2200000,8700000,12,613,500000,1800000,2400000,5700000,1295710, Approved
959,0, Not Graduate, Yes,2200000,8000000,14,335,2800000,3700000,2900000,6900000,1378164, Rejected
960,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,9300000,32000000,5359097, Approved
961,1, Graduate, Yes,6500000,13900000,8,369,9600000,300000,8300000,17200000,5335118, Rejected
962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,3200000,7600000,1138390, Approved
963,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,4300000,19800000,2851120, Approved
964,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,3900000,14100000,2657933, Approved
965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,2100000,8100000,1537471, Approved
966,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,4200000,20000000,3613685, Approved
967,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,5400000,12700000,2832406, Rejected
968,4, Not Graduate, No,500000,1800000,20,777,900000,300000,200000,1300000,219893, Approved
969,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,10200000,24500000,3582481, Approved
970,2, Not Graduate, Yes,6000000,13000000,12,462,2100000,2500000,5600000,14600000,4176643, Rejected
971,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,4600000,11700000,1630579, Approved
972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,2300000,15500000,2046477, Approved
